title,published_at,NMF_topic,NMF_score
"Boston Celtics deal recently-acquired Georges Niang to Utah Jazz, sign free agent forward Chris Boucher",2025-08-06 01:47:17,1,0.03191433882829382
New Books Hitting Shelves This Week,2025-08-06 01:47:04,2,0.01582876136601704
OpenAI's New Models Aren't Really Open: What to Know About Open-Weights AI,2025-08-06 01:41:45,2,0.019638075467052676
Crucial exemption allows majority of Canadian and Mexican goods to be shipped to US without tariffs,2025-08-06 01:38:34,3,0.1596535609747762
The EU’s deal with Trump could blow up at any time,2025-08-06 01:36:14,1,0.1507891147297876
Former NFL QB Sounds off on Commanders in Fiery Rant,2025-08-06 01:33:46,2,0.018192331442124614
Oil Sinks as Russia Mulls Truce Deal,2025-08-06 01:31:41,1,0.057822820774626416
India accuses EU and US of ‘indulging’ in trade with Russia,2025-08-06 01:23:23,2,0.07605945740128138
China Market Update: Massive Inflow Into Hong Kong Stocks From Mainland China Overnight,2025-08-06 01:22:34,2,0.01606077927304769
James Howells pivots from landfill dig to tokenization in lost Bitcoin saga,2025-08-06 01:16:08,2,0.010848650144970794
Luka Doncic reveals expectations surrounding LeBron James' Los Angeles Lakers retirement,2025-08-06 01:06:39,2,0.03817187339527555
Here's why the rest of the NBA is mad at the Toronto Raptors right now,2025-08-06 00:59:12,2,0.005111808875304791
Pau Gasol congratulates Luka Doncic on his multimillion-dollar extension with the Lakers and his philanthropic efforts,2025-08-06 00:49:30,2,0.025092739355853187
The Irish Times view on influencers and tax: adapting old rules to a new era,2025-08-06 00:44:00,2,0.016686688739096695
"Storm trade for All-Star Brittney Sykes: Mystics acquire Alysha Clark, draft pick before WNBA trade deadline",2025-08-06 00:31:09,2,0.150879968935378
[US] The War Within: Ghosts of K’aresh Now Live!,2025-08-06 00:30:00,1,0.005153576306193531
Trump Mulls Sanctions on Russia’s Shadow Fleet Over Ukraine Ceasefire,2025-08-06 00:30:00,1,0.05439993460171995
OpenAI Drops Two Open Source AI Models That Run Locally and Match Premium Offerings,2025-08-06 00:29:22,2,0.00403444008530494
De'Aaron Fox contract: Three big-picture questions for Spurs after signing star guard to max extension,2025-08-06 00:27:12,2,0.040447581758026575
Daily Press Briefing by the Office of the Spokesperson for the Secretary-General,2025-08-06 00:26:06,1,0.0008224394336427442
Mario Gabelli Elects to Take Cash for Paramount Voting Stock Ahead of Skydance Merger Closing,2025-08-06 00:25:37,2,0.01811150910373085
Red Sox Designate Jorge Alcala For Assignment,2025-08-06 00:22:17,2,0.03800092908070451
Sources: Mystics trade All-Star Sykes to Storm,2025-08-06 00:21:35,2,0.07976153942872799
Trump's planning 250% tariffs on pharmaceuticals - and he hasn't forgotten about Ireland,2025-08-06 00:10:34,1,0.015388648067586136
Grab The Entire Attack On Titan Manga Series For Just $20,2025-08-06 00:10:00,2,0.0026993517992689327
Meme Stocks & Mr. Market,2025-08-06 00:08:54,1,0.009591188352824685
Tigers Re-Sign Tyler Owens To Minor League Deal,2025-08-06 00:06:13,1,0.04523241920590165
"Getting along well with China, will meet Xi if we make a deal: Trump",2025-08-06 00:05:22,1,0.05885758756237719
Nick Sirianni on Jakorian Bennett: We'll catch him up and see how it goes,2025-08-06 00:03:03,2,0.0011130413648728175
The De'Aaron Fox extension: Is San Antonio's deal with the dynamic point guard as bonkers as it seems?,2025-08-06 00:00:40,1,0.04132897303095919
Carney announces $1.2-billion in lumber industry supports,2025-08-05 23:55:22,1,0.05271084188941637
Ministers in Mexico to talk trade ahead of Carney’s visit,2025-08-05 23:45:15,2,0.09272034471084026
"Micah Parsons listed as starter on Cowboys' first unofficial depth chart despite trade request, lagging contract negotiations",2025-08-05 23:44:29,2,0.060518496623070545
Draymond Green roasts Shams Charania after wild prediction fizzles out,2025-08-05 23:39:41,2,0.0027816994517868886
Federal Circuit Judges Question Trump's Discovery of Vast Tariff Powers,2025-08-05 23:37:37,1,0.021721900940799364
Swiss president rushes to DC for crunch talks with Trump after shocking 39% tariff,2025-08-05 23:34:52,1,0.07418822203126733
Poll: Who Had The Best Deadline In The NL Central?,2025-08-05 23:34:17,2,0.11188375596103087
Deadline Day Is Here And The BRICS Countries Are Not Cooperating – So How Will The “Wall Of Tariffs” Impact The U.S. Economy?,2025-08-05 23:30:00,2,0.07684139308225515
China's Mineral Curbs Threaten U.S. Defense Supply Chain,2025-08-05 23:30:00,2,0.0003552918932174015
"St. Louis Public Schools leaders gave illegal bonuses, broke spending laws, auditor says",2025-08-05 23:30:00,1,0.022790992633971052
Astros Re-Sign Jon Singleton To Minor League Deal,2025-08-05 23:25:42,1,0.045418481127729074
Eagles trade for Jakorian Bennett: What acquisition means for CB battle; why Raiders moved on,2025-08-05 23:23:14,2,0.0513291403956046
Trump Warns Europe 35% Tariff Looms If They Fail to Keep Their Word on Investments,2025-08-05 23:22:57,1,0.07023262115479534
